Id,SalePrice
2,148680.11
3,216294.75
5,325472.98
6,166179.18
10,101820.25
15,140801.0
19,153863.3957142857
20,148328.0
28,304989.13
30,63508.6
32,142465.75
35,293362.7
40,124813.08333333331
46,317332.13
48,277756.25
53,125464.5
54,326677.08
55,154614.0
56,162052.0
57,261827.06
59,463586.67
62,94223.4
81,182861.5
86,293902.25
90,112029.33333333331
97,205187.41666666663
108,108265.0
109,123765.0
114,207116.78
123,133615.6666666667
125,173006.55833333335
141,94839.5
142,194168.25
143,146573.0
149,154546.1
153,176059.9
160,324450.86
162,375100.37
176,203740.78
183,145414.0
185,110955.4
193,175403.5
199,142539.48
203,120479.0
205,119870.0
212,181919.02933333334
216,143053.75
224,120733.3
225,403942.12
228,101876.0
232,334489.54
234,121099.6
242,111536.5
254,135518.0
255,133430.0
261,161763.5
269,94773.0
271,301513.53
279,408208.95
280,225290.0
296,145922.0
299,177201.0
300,135761.75
304,127164.1
309,96233.0
311,189352.0
313,114669.5
316,185031.25
318,306315.02
320,178557.35
323,308635.91
327,274867.81
331,140129.74
334,183029.37
343,89638.72
348,167200.0
354,83758.0
361,135327.46666666667
362,127230.0
363,222237.85
365,166835.14
377,139410.86666666667
382,175365.55
394,69664.0
402,181442.92
413,210602.19
421,199819.82
423,139781.1
427,217963.5
433,153393.87
435,88086.22
437,106655.0
439,86192.0
441,421815.83
443,146213.92
444,196770.35
447,197409.0
459,250830.54
460,135549.25
462,157332.5
465,120795.0
475,276160.69
480,102017.04
483,205335.0
487,146968.8333333333
492,146236.25
512,188061.13
514,146953.35714285716
518,297074.14
520,257391.19
521,82141.68
527,126404.0
530,201720.79
536,110607.05
543,203423.5
549,116260.8
550,244551.67
555,255336.17
558,108407.28
559,179281.5
564,150452.0
568,201442.28333333333
569,272826.83
573,213403.4
575,128707.75
576,127080.0
579,212665.026
580,157851.32
581,158209.32
590,106730.3
591,194430.16666666663
598,207447.91
602,130557.0
610,113337.16666666666
611,362434.42
614,142308.19
616,145606.0
621,58989.26
622,198578.0
633,174729.0
643,293172.61
645,334259.33
650,87051.22
652,121097.96
656,135618.83333333334
657,136388.9166666667
663,165718.0
666,274016.17
667,195618.0
668,197622.5
679,369550.63
680,145348.5
688,153025.4833333333
689,203000.0
696,158402.0
705,183910.5
713,195997.2
714,114010.66666666669
723,116794.0
725,321619.84
729,134462.0
738,206928.0
741,124836.99
743,172408.47
744,156351.177
769,219797.9
770,410463.78
782,196450.0
788,246222.66
789,115718.33333333334
796,178829.61666666667
812,143589.75238095236
823,197027.5
824,142950.0
826,425333.33
827,90813.0
839,148619.62
847,197617.25
858,174962.0
859,178097.9
867,288830.64
872,200196.5
880,133766.2
892,180478.33
897,90359.5
898,152332.85333333333
900,142831.0
908,279750.69
922,122629.92
928,217697.7
931,232667.93
949,212760.75
959,167193.54
963,180556.74
964,305608.7
966,170282.5
967,125760.5
978,159808.4
980,143587.5
987,143192.74
990,196084.14666666664
992,244353.02
1001,117751.1
1003,235933.27
1004,163717.01666666666
1014,95989.38
1015,122957.55
1018,190931.0
1020,188923.99999999997
1022,185331.2
1026,125365.6
1030,125824.0
1031,140000.24
1040,92604.44
1043,174778.1325
1048,152813.6666666667
1050,102868.75
1056,158424.18
1058,209365.22
1071,131681.0
1074,164424.43
1075,186696.12
1076,167701.0
1079,144380.4357142857
1082,128529.0
1084,149825.0
1085,180750.0
1091,95180.61
1097,119883.0
1098,196218.0
1103,137824.0
1106,294312.25
1109,181522.0
1110,233182.0
1115,115842.0
1123,110899.0
1125,179558.5166666667
1130,135088.2
1160,196187.5
1164,114329.98666666668
1167,292770.95
1174,164070.0
1183,653273.16
1193,126592.5
1201,99608.5
1212,241969.0
1215,131327.0
1218,226501.5
1224,160619.96
1226,140852.0
1229,320408.36
1234,150262.37
1238,230538.4
1245,226104.32
1258,94152.2
1261,180306.5
1266,183212.35
1274,149337.5
1275,111062.04
1283,148814.0
1286,130642.5
1291,149922.0
1299,632968.39
1301,237000.35
1302,151219.0
1308,152813.6666666667
1318,190259.9
1319,214210.0
1321,161021.32
1323,211457.0
1324,63919.5
1336,160746.0
1339,218902.36
1340,125108.0
1341,116882.5
1349,203004.31666666668
1351,187609.7
1352,166130.0
1356,212450.0
1359,193631.5
1360,364382.87
1387,282832.18
1388,171285.15
1393,124870.0
1403,177124.84
1404,239268.29
1405,86308.39
1416,194327.58
1428,137980.0
1430,178681.04
1451,143217.0
1453,149853.85714285713
